engagement_date,sales_rep,region,source,activity_type,meetings_booked,meetings_held,pipeline_amount,closed_amount
2026-07-10,Taylor Reed,West,outbound,demo,1,1,12800,0
2026-07-13,Avery Chen,West,referral,demo,1,0,0,0
2026-07-13,Jordan Blake,East,outbound,demo,1,0,0,0
2026-07-13,Priya Nair,Central,event,closing,1,1,6900,0
2026-07-13,Priya Nair,Central,event,demo,1,0,0,0
2026-07-13,Sam Okafor,East,partner,closing,1,1,6300,0
2026-07-13,Sam Okafor,East,event,discovery,1,1,24800,0
2026-07-13,Sam Okafor,East,partner,closing,1,1,5600,5500
2026-07-13,Taylor Reed,West,outbound,follow-up,1,0,0,0
2026-07-13,Taylor Reed,West,partner,closing,1,1,4700,0
2026-07-14,Avery Chen,West,inbound,discovery,1,1,16600,15600
2026-07-14,Avery Chen,West,event,discovery,1,1,20000,0
2026-07-14,Avery Chen,West,event,follow-up,1,0,0,0
2026-07-14,Jordan Blake,East,referral,closing,1,0,0,0
2026-07-14,Jordan Blake,East,outbound,demo,1,1,23000,0
2026-07-14,Priya Nair,Central,referral,demo,1,1,20300,12800
2026-07-14,Priya Nair,Central,inbound,follow-up,1,0,0,0
2026-07-14,Priya Nair,Central,referral,closing,1,1,8400,0
2026-07-14,Sam Okafor,East,inbound,discovery,1,0,0,0
2026-07-14,Sam Okafor,East,event,demo,1,1,23700,0
2026-07-14,Sam Okafor,East,partner,demo,1,1,2400,0
2026-07-14,Taylor Reed,West,outbound,discovery,1,0,0,0
2026-07-14,Taylor Reed,West,partner,discovery,1,1,7400,0
2026-07-14,Taylor Reed,West,referral,demo,1,1,11400,0
2026-07-15,Avery Chen,West,outbound,follow-up,1,0,0,0
2026-07-15,Avery Chen,West,partner,follow-up,1,0,0,0
2026-07-15,Avery Chen,West,event,closing,1,1,16700,8400
2026-07-15,Jordan Blake,East,referral,closing,1,1,4300,0
2026-07-15,Priya Nair,Central,partner,follow-up,1,1,8400,0
2026-07-15,Priya Nair,Central,partner,closing,1,0,0,0
2026-07-15,Priya Nair,Central,referral,follow-up,1,1,16300,0
2026-07-15,Sam Okafor,East,referral,closing,1,0,0,0
2026-07-15,Sam Okafor,East,outbound,demo,1,1,4700,0
2026-07-15,Sam Okafor,East,inbound,demo,1,0,0,0
2026-07-15,Taylor Reed,West,referral,demo,1,1,2600,1000
2026-07-15,Taylor Reed,West,outbound,closing,1,1,15200,0
2026-07-16,Avery Chen,West,event,demo,1,0,0,0
2026-07-16,Avery Chen,West,event,discovery,1,1,7600,0
2026-07-16,Avery Chen,West,inbound,demo,1,1,18400,17200
2026-07-16,Jordan Blake,East,referral,discovery,1,1,3400,3000
2026-07-16,Jordan Blake,East,referral,follow-up,1,1,16300,0
2026-07-16,Jordan Blake,East,partner,discovery,1,0,0,0
2026-07-16,Jordan Blake,East,event,closing,1,1,18500,0
2026-07-16,Priya Nair,Central,partner,closing,1,0,0,0
2026-07-16,Priya Nair,Central,outbound,closing,1,0,0,0
2026-07-16,Priya Nair,Central,outbound,discovery,1,1,12300,0
2026-07-16,Sam Okafor,East,event,closing,1,1,11300,0
2026-07-16,Sam Okafor,East,partner,discovery,1,1,14000,0
2026-07-16,Taylor Reed,West,partner,closing,1,1,5500,4300
2026-07-16,Taylor Reed,West,event,closing,1,1,8900,0
2026-07-17,Avery Chen,West,inbound,follow-up,1,1,24100,0
2026-07-17,Jordan Blake,East,referral,follow-up,1,1,7800,0
2026-07-17,Jordan Blake,East,outbound,follow-up,1,1,19500,0
2026-07-17,Priya Nair,Central,inbound,follow-up,1,1,3600,2200
2026-07-17,Priya Nair,Central,referral,discovery,1,1,23100,0
2026-07-17,Sam Okafor,East,outbound,demo,1,1,8700,0
2026-07-17,Taylor Reed,West,partner,demo,1,0,0,0
2026-07-20,Avery Chen,West,inbound,discovery,1,1,17400,0
2026-07-20,Jordan Blake,East,partner,discovery,1,1,3500,0
2026-07-20,Jordan Blake,East,inbound,closing,1,1,14100,11900
2026-07-20,Priya Nair,Central,outbound,follow-up,1,1,8700,6900
2026-07-20,Priya Nair,Central,outbound,demo,1,1,9500,0
2026-07-20,Priya Nair,Central,partner,discovery,1,1,21400,0
2026-07-20,Priya Nair,Central,referral,demo,1,1,25400,12700
2026-07-20,Sam Okafor,East,outbound,follow-up,1,1,10000,0
2026-07-20,Taylor Reed,West,inbound,follow-up,1,1,16500,0
2026-07-20,Taylor Reed,West,event,demo,1,0,0,0
2026-07-20,Taylor Reed,West,referral,demo,1,1,6700,6500
2026-07-20,Taylor Reed,West,outbound,follow-up,1,1,14500,0
2026-07-21,Avery Chen,West,outbound,demo,1,1,14300,12300
2026-07-21,Jordan Blake,East,partner,discovery,1,1,10000,0
2026-07-21,Jordan Blake,East,outbound,discovery,1,1,19900,0
2026-07-21,Jordan Blake,East,inbound,discovery,1,0,0,0
2026-07-21,Jordan Blake,East,referral,discovery,1,0,0,0
2026-07-21,Priya Nair,Central,outbound,closing,1,0,0,0
2026-07-21,Sam Okafor,East,outbound,demo,1,0,0,0
2026-07-21,Taylor Reed,West,referral,follow-up,1,0,0,0
2026-07-22,Avery Chen,West,inbound,discovery,1,1,14900,0
2026-07-22,Avery Chen,West,event,demo,1,0,0,0
2026-07-22,Jordan Blake,East,partner,discovery,1,1,15900,11500
2026-07-22,Jordan Blake,East,event,closing,1,1,10100,0
2026-07-22,Jordan Blake,East,partner,demo,1,0,0,0
2026-07-22,Jordan Blake,East,partner,demo,1,1,18200,15400
2026-07-22,Priya Nair,Central,partner,discovery,1,1,15900,0
2026-07-22,Priya Nair,Central,partner,demo,1,1,25000,0
2026-07-22,Priya Nair,Central,outbound,discovery,1,1,17500,0
2026-07-22,Sam Okafor,East,inbound,discovery,1,1,5800,3600
2026-07-22,Sam Okafor,East,referral,follow-up,1,1,12000,0
2026-07-22,Sam Okafor,East,inbound,demo,1,0,0,0
2026-07-22,Taylor Reed,West,outbound,follow-up,1,1,5800,0
2026-07-22,Taylor Reed,West,inbound,discovery,1,1,12700,5600
2026-07-22,Taylor Reed,West,event,demo,1,1,10600,0
2026-07-23,Avery Chen,West,referral,follow-up,1,1,18800,0
2026-07-23,Jordan Blake,East,event,demo,1,1,20400,0
2026-07-23,Jordan Blake,East,partner,discovery,1,1,24400,0
2026-07-23,Jordan Blake,East,inbound,discovery,1,1,7400,2800
2026-07-23,Priya Nair,Central,inbound,closing,1,0,0,0
2026-07-23,Priya Nair,Central,outbound,discovery,1,0,0,0
2026-07-23,Priya Nair,Central,inbound,demo,1,1,19100,18600
2026-07-23,Sam Okafor,East,event,follow-up,1,1,4700,0
2026-07-23,Sam Okafor,East,inbound,demo,1,1,16700,0
2026-07-23,Sam Okafor,East,inbound,discovery,1,1,3700,0
2026-07-23,Taylor Reed,West,outbound,demo,1,0,0,0
2026-07-23,Taylor Reed,West,inbound,demo,1,0,0,0
2026-07-24,Avery Chen,West,partner,demo,1,1,16100,0
2026-07-24,Avery Chen,West,referral,closing,1,0,0,0
2026-07-24,Avery Chen,West,partner,discovery,1,1,21500,0
2026-07-24,Avery Chen,West,partner,demo,1,1,24800,21600
2026-07-24,Jordan Blake,East,outbound,discovery,1,0,0,0
2026-07-24,Jordan Blake,East,partner,follow-up,1,1,24300,0
2026-07-24,Jordan Blake,East,partner,demo,1,1,2300,0
2026-07-24,Jordan Blake,East,inbound,closing,1,0,0,0
2026-07-24,Priya Nair,Central,partner,closing,1,1,8200,3000
2026-07-24,Sam Okafor,East,outbound,follow-up,1,1,24700,0
2026-07-24,Sam Okafor,East,event,discovery,1,1,23500,8100
2026-07-24,Sam Okafor,East,referral,follow-up,1,0,0,0
2026-07-24,Sam Okafor,East,outbound,follow-up,1,1,2300,0
2026-07-24,Taylor Reed,West,partner,closing,1,1,5300,3300
2026-07-24,Taylor Reed,West,event,follow-up,1,1,14200,12000
2026-07-27,Avery Chen,West,referral,closing,1,0,0,0
2026-07-27,Jordan Blake,East,outbound,follow-up,1,1,18800,0
2026-07-27,Jordan Blake,East,inbound,demo,1,0,0,0
2026-07-27,Jordan Blake,East,referral,closing,1,0,0,0
2026-07-27,Jordan Blake,East,outbound,discovery,1,1,15800,0
2026-07-27,Priya Nair,Central,referral,discovery,1,1,24300,0
2026-07-27,Priya Nair,Central,referral,follow-up,1,1,12500,6500
2026-07-27,Sam Okafor,East,outbound,closing,1,1,13000,0
2026-07-27,Sam Okafor,East,event,demo,1,0,0,0
2026-07-27,Taylor Reed,West,inbound,follow-up,1,0,0,0
2026-07-27,Taylor Reed,West,partner,discovery,1,1,4700,0
2026-07-28,Avery Chen,West,inbound,closing,1,1,18600,0
2026-07-28,Avery Chen,West,inbound,demo,1,0,0,0
2026-07-28,Jordan Blake,East,referral,closing,1,1,15600,0
2026-07-28,Jordan Blake,East,event,follow-up,1,0,0,0
2026-07-28,Jordan Blake,East,event,demo,1,0,0,0
2026-07-28,Jordan Blake,East,inbound,closing,1,1,5000,3700
2026-07-28,Priya Nair,Central,outbound,follow-up,1,1,20500,0
2026-07-28,Sam Okafor,East,event,discovery,1,1,2200,0
2026-07-28,Sam Okafor,East,outbound,follow-up,1,1,17700,0
2026-07-28,Sam Okafor,East,partner,discovery,1,0,0,0
2026-07-28,Sam Okafor,East,inbound,follow-up,1,0,0,0
2026-07-28,Taylor Reed,West,partner,follow-up,1,0,0,0
2026-07-28,Taylor Reed,West,referral,discovery,1,1,13700,0
2026-07-28,Taylor Reed,West,referral,discovery,1,1,13000,0
2026-07-29,Avery Chen,West,partner,closing,1,0,0,0
2026-07-29,Avery Chen,West,event,follow-up,1,0,0,0
2026-07-29,Jordan Blake,East,outbound,demo,1,1,4800,0
2026-07-29,Jordan Blake,East,outbound,closing,1,1,7000,0
2026-07-29,Jordan Blake,East,event,follow-up,1,1,13200,6400
2026-07-29,Jordan Blake,East,event,discovery,1,0,0,0
2026-07-29,Priya Nair,Central,outbound,discovery,1,1,24300,0
2026-07-29,Priya Nair,Central,event,discovery,1,1,19400,0
2026-07-29,Priya Nair,Central,partner,discovery,1,1,23400,0
2026-07-29,Sam Okafor,East,referral,follow-up,1,1,23500,0
2026-07-29,Sam Okafor,East,outbound,discovery,1,0,0,0
2026-07-29,Taylor Reed,West,partner,demo,1,1,2800,0
2026-07-30,Avery Chen,West,outbound,demo,1,1,18000,8100
2026-07-30,Avery Chen,West,referral,closing,1,1,14300,0
2026-07-30,Avery Chen,West,outbound,discovery,1,1,2500,0
2026-07-30,Avery Chen,West,inbound,follow-up,1,0,0,0
2026-07-30,Jordan Blake,East,outbound,demo,1,1,7900,0
2026-07-30,Jordan Blake,East,partner,closing,1,0,0,0
2026-07-30,Jordan Blake,East,outbound,closing,1,0,0,0
2026-07-30,Priya Nair,Central,inbound,closing,1,1,24700,22200
2026-07-30,Priya Nair,Central,partner,discovery,1,1,2700,1600
2026-07-30,Priya Nair,Central,partner,closing,1,1,23100,0
2026-07-30,Priya Nair,Central,partner,follow-up,1,1,3100,0
2026-07-30,Sam Okafor,East,partner,discovery,1,1,14000,0
2026-07-30,Sam Okafor,East,inbound,closing,1,1,18000,0
2026-07-30,Sam Okafor,East,referral,follow-up,1,1,20300,18800
2026-07-30,Taylor Reed,West,partner,discovery,1,1,17300,0
2026-07-30,Taylor Reed,West,event,demo,1,1,10600,0
2026-07-31,Avery Chen,West,outbound,closing,1,1,4700,0
2026-07-31,Avery Chen,West,referral,demo,1,1,6300,0
2026-07-31,Avery Chen,West,outbound,follow-up,1,1,21800,13700
2026-07-31,Avery Chen,West,event,closing,1,1,10400,0
2026-07-31,Jordan Blake,East,outbound,follow-up,1,0,0,0
2026-07-31,Priya Nair,Central,outbound,closing,1,1,23700,0
2026-07-31,Sam Okafor,East,outbound,discovery,1,1,2400,2000
2026-07-31,Sam Okafor,East,inbound,discovery,1,1,3900,0
2026-07-31,Sam Okafor,East,partner,demo,1,1,15600,0
2026-07-31,Sam Okafor,East,outbound,follow-up,1,0,0,0
2026-07-31,Taylor Reed,West,inbound,closing,1,0,0,0
2026-08-03,Avery Chen,West,outbound,closing,1,0,0,0
2026-08-03,Avery Chen,West,partner,demo,1,1,6500,0
2026-08-03,Avery Chen,West,inbound,closing,1,0,0,0
2026-08-03,Avery Chen,West,referral,closing,1,1,6800,0
2026-08-03,Jordan Blake,East,referral,follow-up,1,0,0,0
2026-08-03,Jordan Blake,East,event,closing,1,1,17900,0
2026-08-03,Jordan Blake,East,outbound,discovery,1,0,0,0
2026-08-03,Jordan Blake,East,partner,demo,1,0,0,0
2026-08-03,Priya Nair,Central,partner,discovery,1,0,0,0
2026-08-03,Sam Okafor,East,outbound,discovery,1,0,0,0
2026-08-03,Sam Okafor,East,event,demo,1,1,11800,0
2026-08-03,Sam Okafor,East,event,follow-up,1,1,4300,0
2026-08-03,Taylor Reed,West,outbound,follow-up,1,1,18500,0
2026-08-03,Taylor Reed,West,referral,closing,1,1,5200,0
2026-08-03,Taylor Reed,West,referral,demo,1,1,16700,0
2026-08-03,Taylor Reed,West,partner,demo,1,1,2100,0
2026-08-04,Avery Chen,West,referral,follow-up,1,0,0,0
2026-08-04,Avery Chen,West,inbound,follow-up,1,1,14500,0
2026-08-04,Avery Chen,West,referral,follow-up,1,0,0,0
2026-08-04,Jordan Blake,East,outbound,closing,1,1,11100,0
2026-08-04,Priya Nair,Central,inbound,closing,1,1,2900,0
2026-08-04,Sam Okafor,East,referral,closing,1,0,0,0
2026-08-04,Sam Okafor,East,event,discovery,1,1,8000,0
2026-08-04,Taylor Reed,West,event,discovery,1,1,10600,6400
2026-08-04,Taylor Reed,West,inbound,follow-up,1,1,9900,3600
2026-08-04,Taylor Reed,West,outbound,closing,1,1,4800,0
2026-08-04,Taylor Reed,West,partner,demo,1,1,7800,0
2026-08-05,Avery Chen,West,inbound,closing,1,1,17100,0
2026-08-05,Avery Chen,West,outbound,follow-up,1,0,0,0
2026-08-05,Jordan Blake,East,event,discovery,1,1,14000,13400
2026-08-05,Jordan Blake,East,referral,closing,1,0,0,0
2026-08-05,Priya Nair,Central,partner,discovery,1,0,0,0
2026-08-05,Priya Nair,Central,partner,demo,1,1,10300,0
2026-08-05,Sam Okafor,East,referral,closing,1,1,4800,0
2026-08-05,Sam Okafor,East,referral,closing,1,1,23700,0
2026-08-05,Sam Okafor,East,outbound,discovery,1,1,3600,0
2026-08-05,Taylor Reed,West,event,discovery,1,1,8900,0
2026-08-06,Avery Chen,West,event,closing,1,1,3100,3000
2026-08-06,Jordan Blake,East,outbound,closing,1,0,0,0
2026-08-06,Jordan Blake,East,inbound,follow-up,1,1,10600,0
2026-08-06,Jordan Blake,East,event,closing,1,1,6200,4500
2026-08-06,Priya Nair,Central,referral,demo,1,1,8400,0
2026-08-06,Priya Nair,Central,partner,discovery,1,1,7600,0
2026-08-06,Priya Nair,Central,outbound,closing,1,0,0,0
2026-08-06,Sam Okafor,East,referral,discovery,1,0,0,0
2026-08-06,Sam Okafor,East,outbound,demo,1,1,6800,0
2026-08-06,Sam Okafor,East,inbound,demo,1,1,5400,0
2026-08-06,Taylor Reed,West,inbound,discovery,1,0,0,0
2026-08-06,Taylor Reed,West,outbound,closing,1,1,9300,0
2026-08-07,Avery Chen,West,partner,discovery,1,1,4900,0
2026-08-07,Avery Chen,West,event,closing,1,1,11400,0
2026-08-07,Jordan Blake,East,referral,demo,1,1,17500,0
2026-08-07,Jordan Blake,East,partner,discovery,1,1,6600,2200
2026-08-07,Jordan Blake,East,outbound,closing,1,0,0,0
2026-08-07,Jordan Blake,East,partner,follow-up,1,1,18500,7700
2026-08-07,Priya Nair,Central,partner,discovery,1,1,14000,0
2026-08-07,Priya Nair,Central,referral,closing,1,0,0,0
2026-08-07,Priya Nair,Central,referral,discovery,1,1,17100,7400
2026-08-07,Priya Nair,Central,partner,follow-up,1,1,21400,9700
2026-08-07,Sam Okafor,East,partner,discovery,1,1,12400,9000
2026-08-07,Sam Okafor,East,event,demo,1,1,24400,0
2026-08-07,Taylor Reed,West,referral,demo,1,1,19300,0
2026-08-07,Taylor Reed,West,event,closing,1,1,17600,0
2026-08-10,Avery Chen,West,inbound,closing,1,1,23300,0
2026-08-10,Avery Chen,West,referral,demo,1,1,16100,0
2026-08-10,Jordan Blake,East,inbound,discovery,1,1,14600,0
2026-08-10,Jordan Blake,East,event,discovery,1,1,22600,0
2026-08-10,Jordan Blake,East,referral,demo,1,1,19900,0
2026-08-10,Priya Nair,Central,referral,closing,1,0,0,0
2026-08-10,Priya Nair,Central,inbound,discovery,1,1,15700,0
2026-08-10,Priya Nair,Central,referral,closing,1,1,19900,0
2026-08-10,Sam Okafor,East,outbound,closing,1,0,0,0
2026-08-10,Sam Okafor,East,referral,closing,1,1,16900,0
2026-08-10,Sam Okafor,East,outbound,follow-up,1,1,21300,0
2026-08-10,Sam Okafor,East,inbound,closing,1,1,5800,5200
2026-08-10,Taylor Reed,West,partner,discovery,1,0,0,0
2026-08-10,Taylor Reed,West,event,follow-up,1,1,4300,0
2026-08-10,Taylor Reed,West,referral,follow-up,1,0,0,0
2026-08-10,Taylor Reed,West,referral,follow-up,1,1,17900,0
2026-08-11,Avery Chen,West,referral,demo,1,0,0,0
2026-08-11,Avery Chen,West,event,demo,1,0,0,0
2026-08-11,Avery Chen,West,event,follow-up,1,0,0,0
2026-08-11,Avery Chen,West,referral,discovery,1,1,11000,0
2026-08-11,Jordan Blake,East,partner,discovery,1,1,8200,4400
2026-08-11,Jordan Blake,East,event,demo,1,1,23400,0
2026-08-11,Priya Nair,Central,referral,closing,1,1,11900,0
2026-08-11,Priya Nair,Central,inbound,demo,1,1,2100,0
2026-08-11,Priya Nair,Central,inbound,follow-up,1,0,0,0
2026-08-11,Sam Okafor,East,outbound,closing,1,0,0,0
2026-08-11,Sam Okafor,East,event,closing,1,0,0,0
2026-08-11,Sam Okafor,East,event,closing,1,1,12100,0
2026-08-11,Sam Okafor,East,outbound,follow-up,1,1,13700,0
2026-08-11,Taylor Reed,West,partner,demo,1,1,24600,0
2026-08-11,Taylor Reed,West,referral,discovery,1,1,3000,0
2026-08-11,Taylor Reed,West,inbound,follow-up,1,0,0,0
2026-08-11,Taylor Reed,West,event,demo,1,1,12600,0
2026-08-12,Avery Chen,West,referral,follow-up,1,1,15300,0
2026-08-12,Avery Chen,West,partner,closing,1,1,8800,6600
2026-08-12,Jordan Blake,East,event,demo,1,1,12600,0
2026-08-12,Jordan Blake,East,partner,follow-up,1,1,21100,21000
2026-08-12,Jordan Blake,East,partner,closing,1,1,25200,0
2026-08-12,Priya Nair,Central,event,discovery,1,0,0,0
2026-08-12,Priya Nair,Central,event,follow-up,1,1,22400,0
2026-08-12,Sam Okafor,East,event,follow-up,1,1,15500,0
2026-08-12,Sam Okafor,East,partner,discovery,1,1,21100,0
2026-08-12,Sam Okafor,East,partner,closing,1,1,18600,0
2026-08-12,Taylor Reed,West,inbound,follow-up,1,1,24400,7700
2026-08-12,Taylor Reed,West,referral,discovery,1,1,14000,0
2026-08-12,Taylor Reed,West,referral,closing,1,1,25300,0
2026-08-13,Avery Chen,West,partner,demo,1,1,13200,0
2026-08-13,Avery Chen,West,event,demo,1,1,12700,0
2026-08-13,Jordan Blake,East,inbound,discovery,1,1,22800,0
2026-08-13,Jordan Blake,East,referral,closing,1,1,13000,0
2026-08-13,Priya Nair,Central,partner,follow-up,1,1,4800,2900
2026-08-13,Priya Nair,Central,inbound,discovery,1,1,5700,4600
2026-08-13,Sam Okafor,East,outbound,closing,1,1,14000,0
2026-08-13,Sam Okafor,East,event,follow-up,1,1,23700,0
2026-08-13,Taylor Reed,West,event,discovery,1,1,13200,0
2026-08-13,Taylor Reed,West,partner,follow-up,1,1,8400,3000
2026-08-14,Avery Chen,West,partner,closing,1,1,2900,0
2026-08-14,Avery Chen,West,referral,closing,1,1,22900,0
2026-08-14,Avery Chen,West,outbound,follow-up,1,1,25900,0
2026-08-14,Avery Chen,West,referral,closing,1,1,19500,0
2026-08-14,Jordan Blake,East,inbound,demo,1,1,2200,0
2026-08-14,Priya Nair,Central,inbound,follow-up,1,1,15300,0
2026-08-14,Priya Nair,Central,event,follow-up,1,1,24200,0
2026-08-14,Sam Okafor,East,inbound,demo,1,1,12700,0
2026-08-14,Sam Okafor,East,referral,demo,1,1,6500,4900
2026-08-14,Sam Okafor,East,inbound,demo,1,1,24300,11200
2026-08-14,Taylor Reed,West,inbound,demo,1,1,4600,0
2026-08-17,Avery Chen,West,outbound,follow-up,1,1,16000,0
2026-08-17,Avery Chen,West,outbound,closing,1,1,17500,0
2026-08-17,Jordan Blake,East,partner,closing,1,1,22600,0
2026-08-17,Jordan Blake,East,event,follow-up,1,0,0,0
2026-08-17,Priya Nair,Central,outbound,follow-up,1,1,17500,14900
2026-08-17,Priya Nair,Central,event,follow-up,1,0,0,0
2026-08-17,Priya Nair,Central,event,demo,1,1,16800,0
2026-08-17,Priya Nair,Central,event,closing,1,1,21500,0
2026-08-17,Sam Okafor,East,event,discovery,1,1,7900,0
2026-08-17,Sam Okafor,East,inbound,demo,1,0,0,0
2026-08-17,Taylor Reed,West,referral,follow-up,1,0,0,0
2026-08-17,Taylor Reed,West,referral,demo,1,0,0,0
2026-08-17,Taylor Reed,West,partner,discovery,1,0,0,0
2026-08-18,Avery Chen,West,event,demo,1,0,0,0
2026-08-18,Avery Chen,West,outbound,discovery,1,1,2900,0
2026-08-18,Avery Chen,West,partner,closing,1,0,0,0
2026-08-18,Avery Chen,West,outbound,demo,1,1,2500,0
2026-08-18,Jordan Blake,East,inbound,follow-up,1,1,13800,0
2026-08-18,Jordan Blake,East,inbound,discovery,1,1,2800,0
2026-08-18,Jordan Blake,East,event,closing,1,1,17500,6400
2026-08-18,Priya Nair,Central,outbound,closing,1,1,22900,0
2026-08-18,Priya Nair,Central,inbound,discovery,1,1,22400,0
2026-08-18,Priya Nair,Central,inbound,closing,1,1,22200,0
2026-08-18,Sam Okafor,East,inbound,discovery,1,0,0,0
2026-08-18,Sam Okafor,East,partner,discovery,1,0,0,0
2026-08-18,Sam Okafor,East,inbound,follow-up,1,1,23000,0
2026-08-18,Sam Okafor,East,outbound,demo,1,1,7400,0
2026-08-18,Taylor Reed,West,referral,closing,1,1,25400,0
2026-08-18,Taylor Reed,West,outbound,follow-up,1,0,0,0
2026-08-18,Taylor Reed,West,outbound,closing,1,1,8800,0
2026-08-18,Taylor Reed,West,referral,discovery,1,0,0,0
2026-08-19,Avery Chen,West,outbound,follow-up,1,1,17100,0
2026-08-19,Avery Chen,West,event,discovery,1,0,0,0
2026-08-19,Avery Chen,West,event,demo,1,1,21500,0
2026-08-19,Avery Chen,West,referral,demo,1,1,10000,0
2026-08-19,Jordan Blake,East,inbound,demo,1,1,20500,9400
2026-08-19,Jordan Blake,East,inbound,follow-up,1,1,3400,0
2026-08-19,Jordan Blake,East,partner,demo,1,1,20100,0
2026-08-19,Jordan Blake,East,event,demo,1,0,0,0
2026-08-19,Priya Nair,Central,event,discovery,1,0,0,0
2026-08-19,Sam Okafor,East,outbound,follow-up,1,1,6400,0
2026-08-19,Sam Okafor,East,referral,closing,1,1,20000,0
2026-08-19,Sam Okafor,East,inbound,closing,1,1,4900,0
2026-08-19,Sam Okafor,East,outbound,demo,1,1,8400,0
2026-08-19,Taylor Reed,West,partner,demo,1,0,0,0
2026-08-19,Taylor Reed,West,outbound,follow-up,1,1,7900,0
2026-08-20,Avery Chen,West,inbound,discovery,1,0,0,0
2026-08-20,Avery Chen,West,event,closing,1,1,3300,0
2026-08-20,Jordan Blake,East,event,follow-up,1,1,16800,0
2026-08-20,Jordan Blake,East,referral,demo,1,1,22500,22000
2026-08-20,Jordan Blake,East,event,closing,1,1,18200,0
2026-08-20,Jordan Blake,East,event,follow-up,1,1,2800,0
2026-08-20,Priya Nair,Central,event,demo,1,1,22000,0
2026-08-20,Sam Okafor,East,referral,demo,1,1,9000,0
2026-08-20,Sam Okafor,East,inbound,closing,1,1,24500,0
2026-08-20,Sam Okafor,East,outbound,discovery,1,1,5300,0
2026-08-20,Taylor Reed,West,outbound,demo,1,1,21800,0
2026-08-20,Taylor Reed,West,event,follow-up,1,1,23700,0
2026-08-20,Taylor Reed,West,outbound,demo,1,1,17800,0
2026-08-21,Avery Chen,West,partner,demo,1,1,17000,12700
2026-08-21,Jordan Blake,East,inbound,demo,1,0,0,0
2026-08-21,Priya Nair,Central,inbound,demo,1,1,15100,0
2026-08-21,Priya Nair,Central,inbound,demo,1,1,23000,10700
2026-08-21,Priya Nair,Central,inbound,discovery,1,1,14400,0
2026-08-21,Sam Okafor,East,outbound,demo,1,0,0,0
2026-08-21,Taylor Reed,West,event,closing,1,1,14100,0
2026-08-21,Taylor Reed,West,inbound,closing,1,1,6300,0
2026-08-24,Avery Chen,West,inbound,closing,1,1,2500,0
2026-08-24,Avery Chen,West,inbound,closing,1,0,0,0
2026-08-24,Avery Chen,West,outbound,demo,1,1,10100,0
2026-08-24,Jordan Blake,East,inbound,discovery,1,1,10600,0
2026-08-24,Jordan Blake,East,outbound,demo,1,1,24300,15600
2026-08-24,Jordan Blake,East,event,follow-up,1,1,2000,0
2026-08-24,Jordan Blake,East,outbound,discovery,1,1,24000,12000
2026-08-24,Priya Nair,Central,referral,demo,1,1,11800,0
2026-08-24,Priya Nair,Central,inbound,demo,1,1,19100,6500
2026-08-24,Priya Nair,Central,partner,discovery,1,0,0,0
2026-08-24,Priya Nair,Central,referral,follow-up,1,1,6700,0
2026-08-24,Sam Okafor,East,referral,closing,1,1,4900,0
2026-08-24,Sam Okafor,East,partner,demo,1,1,7800,0
2026-08-24,Sam Okafor,East,inbound,follow-up,1,1,24100,0
2026-08-24,Taylor Reed,West,partner,follow-up,1,1,17900,0
2026-08-24,Taylor Reed,West,partner,closing,1,1,3200,2100
2026-08-24,Taylor Reed,West,partner,discovery,1,1,9200,0
2026-08-25,Avery Chen,West,outbound,demo,1,1,12900,0
2026-08-25,Avery Chen,West,partner,demo,1,1,19000,0
2026-08-25,Jordan Blake,East,partner,follow-up,1,1,5200,0
2026-08-25,Jordan Blake,East,outbound,discovery,1,1,5300,1800
2026-08-25,Jordan Blake,East,event,follow-up,1,1,7700,0
2026-08-25,Jordan Blake,East,outbound,discovery,1,0,0,0
2026-08-25,Priya Nair,Central,partner,closing,1,0,0,0
2026-08-25,Priya Nair,Central,inbound,follow-up,1,1,7500,0
2026-08-25,Priya Nair,Central,event,discovery,1,1,16000,0
2026-08-25,Priya Nair,Central,referral,discovery,1,1,9600,0
2026-08-25,Sam Okafor,East,partner,demo,1,1,21900,0
2026-08-25,Sam Okafor,East,event,closing,1,1,23200,11700
2026-08-25,Taylor Reed,West,outbound,demo,1,1,22600,0
2026-08-26,Avery Chen,West,inbound,discovery,1,1,16100,8000
2026-08-26,Jordan Blake,East,inbound,closing,1,1,9200,0
2026-08-26,Jordan Blake,East,referral,discovery,1,1,19200,0
2026-08-26,Jordan Blake,East,outbound,follow-up,1,1,14600,8800
2026-08-26,Priya Nair,Central,outbound,discovery,1,0,0,0
2026-08-26,Sam Okafor,East,referral,discovery,1,1,23400,0
2026-08-26,Taylor Reed,West,referral,follow-up,1,1,19600,0
2026-08-26,Taylor Reed,West,inbound,follow-up,1,1,16500,0
2026-08-26,Taylor Reed,West,partner,closing,1,1,11500,0
2026-08-26,Taylor Reed,West,event,closing,1,1,8000,0
2026-08-27,Avery Chen,West,inbound,closing,1,1,7000,3000
2026-08-27,Jordan Blake,East,inbound,follow-up,1,1,15000,12100
2026-08-27,Jordan Blake,East,referral,closing,1,1,20300,0
2026-08-27,Priya Nair,Central,partner,closing,1,1,15300,0
2026-08-27,Priya Nair,Central,partner,follow-up,1,0,0,0
2026-08-27,Priya Nair,Central,partner,demo,1,1,21800,0
2026-08-27,Priya Nair,Central,event,closing,1,1,11300,0
